Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
154,Mario Ferraro,24,SJS,D,4,0,3,3,-3,0,0.3,0,0,0,0,2,1,0,4,0.0,94,23:32,10,1,0,1,0.0,ferrama01
155,Kevin Fiala,26,LAK,LW,4,1,4,5,0,4,0.3,0,1,0,0,3,1,0,12,8.3,69,17:08,3,2,0,0,,fialake01
156,Christian Fischer,25,ARI,RW,3,1,1,2,1,2,0.2,1,0,0,0,1,0,0,5,20.0,46,15:20,4,7,0,1,0.0,fischch01
157,Haydn Fleury,26,TBL,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,3,0.0,36,11:54,0,2,0,0,,fleurha01
158,Warren Foegele,26,EDM,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,12,11:35,0,2,0,0,,foegewa01
159,Marcus Foligno,31,MIN,LW,3,1,1,2,-2,9,0.1,1,0,0,0,0,1,0,6,16.7,41,13:45,0,9,0,0,,foligma01
160,Nick Foligno,35,BOS,LW,3,1,1,2,-1,2,0.2,1,0,0,0,0,1,0,5,20.0,37,12:23,1,4,3,0,100.0,foligni01
161,Callan Foote,24,TBL,D,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,4,25.0,56,18:32,4,3,0,0,,footeca01
162,Derek Forbort,30,BOS,D,3,1,0,1,6,2,0.5,1,0,0,1,0,0,0,3,33.3,66,21:55,10,7,0,0,,forbode01
163,Filip Forsberg,28,NSH,C,4,1,1,2,-3,0,0.1,1,0,0,0,1,0,0,13,7.7,73,18:18,0,9,0,0,,forsbfi01
164,Gustav Forsling,26,FLA,D,3,1,2,3,3,2,0.6,1,0,0,0,2,0,0,10,10.0,76,25:29,4,5,0,0,,forslgu02
165,Gabriel Fortier,22,TBL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,8:25,0,1,0,0,,fortiga01
166,Cam Fowler,31,ANA,D,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,2,0.0,74,24:39,2,0,0,0,,fowleca01
167,Adam Fox,24,NYR,D,4,1,4,5,0,2,0.5,1,0,0,0,3,1,0,8,12.5,95,23:44,5,1,0,0,,foxad01
168,Trent Frederic,24,BOS,C,2,1,1,2,4,5,0.4,1,0,0,1,1,0,0,4,25.0,23,11:15,2,2,0,1,0.0,fredetr01
169,Morgan Frost,23,PHI,C,2,2,0,2,2,2,0.4,2,0,0,1,0,0,0,4,50.0,30,15:02,3,6,13,13,50.0,frostmo01
170,Jonah Gadjovich,24,SJS,LW,3,0,0,0,-2,9,-0.1,0,0,0,0,0,0,0,1,0.0,26,8:49,0,5,0,1,0.0,gadjojo01
171,Sam Gagner,33,WPG,C,2,1,0,1,0,0,0.1,1,0,0,1,0,0,0,4,25.0,20,9:46,0,0,3,4,42.9,gagnesa01
172,Brendan Gallagher,30,MTL,RW,4,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,7,0.0,62,15:30,1,3,0,1,0.0,gallabr01
173,Conor Garland,26,VAN,RW,3,1,0,1,1,0,0.1,1,0,0,0,0,0,0,4,25.0,44,14:45,0,1,0,1,0.0,garlaco01
174,Frederick Gaudreau,29,MIN,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,7,0.0,49,16:22,1,0,16,5,76.2,gaudrfr01
175,Johnny Gaudreau,29,CBJ,LW,3,1,1,2,1,0,0.2,1,0,0,0,1,0,0,8,12.5,64,21:24,0,0,0,0,,gaudrjo01
176,Vladislav Gavrikov,27,CBJ,D,3,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,2,0.0,62,20:33,4,2,0,0,,gavrivl01
177,Morgan Geekie,24,SEA,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,31,10:26,4,3,17,26,39.5,geekimo01
178,Mark Giordano,39,TOR,D,4,0,1,1,3,2,0.4,0,0,0,0,1,0,0,4,0.0,76,18:59,5,5,0,0,,giordma01
179,Samuel Girard,24,COL,D,3,1,1,2,3,2,0.4,1,0,0,0,1,0,0,8,12.5,49,16:27,4,3,0,0,,girarsa01
180,Zemgus Girgensons,29,BUF,C,2,1,0,1,1,2,0.2,1,0,0,0,0,0,0,4,25.0,25,12:19,1,1,3,1,75.0,girgeze01
181,Claude Giroux,35,OTT,C,2,1,1,2,-1,0,0.2,1,0,0,0,0,1,0,6,16.7,34,16:50,4,2,14,12,53.8,giroucl01
182,Cody Glass,23,NSH,C,3,0,1,1,1,2,0.1,0,0,0,0,1,0,0,5,0.0,35,11:44,2,1,13,23,36.1,glassco01
183,Luke Glendening,33,DAL,C,3,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,,37,12:15,4,3,13,2,86.7,glendlu01
184,Alex Goligoski,37,MIN,D,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,45,15:06,2,2,0,0,,goligal01
185,Barclay Goodrow,29,NYR,RW,4,1,1,2,2,4,0.2,1,0,0,0,1,0,0,9,11.1,59,14:46,1,4,12,11,52.2,goodrba01
186,Shayne Gostisbehere,29,ARI,D,3,2,3,5,-4,2,0.5,0,1,1,1,0,3,0,9,22.2,71,23:41,5,2,0,0,,gostish01
187,Yanni Gourde,31,SEA,C,4,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,9,0.0,65,16:08,3,9,26,29,47.3,gourdya01
188,Mikael Granlund,30,NSH,C,4,0,3,3,-5,2,0.0,0,0,0,0,2,1,0,8,0.0,80,19:58,1,7,19,31,38.0,granlmi01
189,Derek Grant,32,ANA,C,3,1,0,1,0,2,0.1,1,0,0,0,0,0,0,2,50.0,38,12:36,2,2,21,17,55.3,grantde01
190,Ryan Graves,27,NJD,D,2,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,6,0.0,33,16:26,2,3,0,0,,gravery01
191,A.J. Greer,26,BOS,LW,3,2,2,4,5,2,0.6,2,0,0,0,2,0,0,7,28.6,32,10:36,2,12,0,0,,greeraj01
192,Noah Gregor,24,SJS,C,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,20,9:59,2,1,0,0,,gregono01
193,Carl Grundstrom,25,LAK,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,25,8:27,1,6,0,1,0.0,grundca01
194,Radko Gudas,32,FLA,D,3,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,4,0.0,56,18:34,2,11,0,0,,gudasra01
195,Erik Gudbranson,31,CBJ,D,3,0,2,2,-4,0,0.0,0,0,0,0,2,0,0,2,0.0,57,19:05,3,5,0,0,,gudbrer01
196,Dylan Guenther,19,ARI,RW,2,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,4,0.0,26,13:04,2,1,0,1,0.0,guentdy01
197,Jake Guentzel,28,PIT,C,3,2,2,4,2,0,0.4,1,1,0,2,2,0,0,15,13.3,56,18:39,0,3,3,2,60.0,guentja01
198,Kaiden Guhle,21,MTL,D,4,0,2,2,-2,5,0.2,0,0,0,0,2,0,0,4,0.0,84,20:59,7,12,0,0,,guhleka01
199,Denis Gurianov,25,DAL,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,39,12:56,1,0,0,0,,guriade01
200,David Gustafsson,22,WPG,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,18,9:05,0,1,5,5,50.0,gustada01
201,Erik Gustafsson,30,WSH,D,4,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,4,0.0,60,15:05,3,6,0,0,,gustaer02
202,Brandon Hagel,24,TBL,LW,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0.0,46,15:23,3,1,1,5,16.7,hagelbr01
203,Robert Hagg,27,DET,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,4,0.0,50,16:42,8,12,0,0,,haggro01
204,Nicolas Hague,24,VEG,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,31,15:40,5,1,0,0,,hagueni01
205,Libor Hajek,24,NYR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,13:45,1,1,0,0,,hajekli01
206,Jani Hakanpaa,30,DAL,D,3,1,0,1,2,9,0.4,1,0,0,1,0,0,0,3,33.3,54,18:02,7,14,0,0,,hakanja01
207,Taylor Hall,31,BOS,LW,3,1,0,1,1,6,0.1,1,0,0,1,0,0,0,8,12.5,51,16:59,1,0,0,0,,hallta02
208,Dougie Hamilton,29,NJD,D,2,1,1,2,0,2,0.4,1,0,0,0,1,0,0,7,14.3,45,22:41,1,2,0,0,,hamildo01
209,Travis Hamonic,32,OTT,D,2,0,0,0,-1,0,0.1,0,0,0,0,0,0,0,5,0.0,40,20:00,2,5,0,0,,hamontr01
210,Noah Hanifin,26,CGY,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6,0.0,42,20:52,0,5,0,0,,hanifno01
211,Scott Harrington,29,SJS,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,16,16:10,2,1,0,0,,harrisc01
212,Jordan Harris,22,MTL,D,4,0,1,1,2,2,0.4,0,0,0,0,1,0,0,12,0.0,77,19:22,9,4,0,0,,harrijo01
213,Ryan Hartman,28,MIN,RW,3,0,1,1,-5,6,-0.2,0,0,0,0,1,0,0,10,0.0,48,16:02,1,4,12,14,46.2,hartmry01
214,Garnet Hathaway,31,WSH,RW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,42,10:37,2,12,0,0,,hathaga01
215,Erik Haula,31,NJD,LW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,6,0.0,35,17:30,0,3,31,10,75.6,haulaer01
216,Kevin Hayes,30,PHI,RW,2,0,3,3,-1,0,0.2,0,0,0,0,1,2,0,5,0.0,41,20:29,0,1,18,16,52.9,hayeske01
217,Barrett Hayton,22,ARI,C,3,0,0,0,-5,0,-0.2,0,0,0,0,0,0,0,5,0.0,45,15:04,1,5,14,23,37.8,haytoba01
218,Victor Hedman,32,TBL,D,3,0,2,2,-2,0,0.1,0,0,0,0,1,1,0,10,0.0,75,25:03,3,6,0,0,,hedmavi01
219,Danton Heinen,27,PIT,C,3,1,2,3,2,0,0.3,0,1,0,0,2,0,0,9,11.1,41,13:49,0,1,1,1,50.0,heineda01
220,Miro Heiskanen,23,DAL,D,3,2,1,3,5,2,0.8,1,1,0,0,0,0,1,8,25.0,75,24:58,4,2,0,0,,heiskmi01
221,Adam Henrique,32,ANA,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,7,0.0,42,13:53,1,2,2,2,50.0,henriad01
222,Tomas Hertl,29,SJS,C,4,1,0,1,-3,2,0.0,1,0,0,0,0,0,0,10,10.0,78,19:25,5,3,37,40,48.1,hertlto01
223,Roope Hintz,26,DAL,LW,3,2,3,5,4,0,0.7,1,0,1,1,2,1,0,5,40.0,46,15:24,4,2,10,5,66.7,hintzro01
224,Nico Hischier,24,NJD,C,1,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,17,17:16,0,1,11,5,68.8,hischni01
225,Hayden Hodgson,26,PHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,4:46,0,0,0,0,,hodgsha01
226,Mike Hoffman,33,MTL,C,4,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,3,0.0,56,14:03,3,2,3,1,75.0,hoffmmi02
227,Nils Hoglander,22,VAN,LW,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0.0,39,13:05,0,2,0,0,,hoglani01
228,Nick Holden,35,OTT,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,13:50,1,0,0,0,,holdeni01
229,Justin Holl,31,TOR,D,4,1,0,1,1,4,0.4,1,0,0,1,0,0,0,7,14.3,81,20:15,11,8,0,0,,hollju01
230,Dylan Holloway,21,EDM,F,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,17,8:16,1,7,0,1,0.0,hollody02
231,Alexander Holtz,21,NJD,RW,2,1,0,1,-2,0,0.1,0,1,0,0,0,0,0,6,16.7,24,11:58,1,0,0,0,,holtzal01
232,Patric Hornqvist,36,FLA,RW,3,1,0,1,0,0,0.1,1,0,0,1,0,0,0,8,12.5,33,11:08,1,0,0,0,,hornqpa01
233,Bo Horvat,27,VAN,C,3,1,1,2,-2,2,0.1,1,0,0,0,0,1,0,7,14.3,60,19:59,2,3,40,31,56.3,horvabo01
234,Brett Howden,24,VEG,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,7,0.0,42,14:04,2,5,3,0,100.0,howdebr01
235,Filip Hronek,25,DET,D,3,0,2,2,4,2,0.4,0,0,0,0,1,1,0,7,0.0,64,21:23,3,7,0,0,,hronefi01
236,Jonathan Huberdeau,29,CGY,LW,2,0,1,1,0,0,0.0,0,0,0,0,0,1,0,1,0.0,33,16:45,0,2,0,0,,huberjo01
237,Jack Hughes,21,NJD,C,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,8,0.0,46,23:11,0,1,9,16,36.0,hugheja03
238,Quinn Hughes,23,VAN,D,3,0,3,3,1,0,0.3,0,0,0,0,2,1,0,8,0.0,80,26:44,5,0,0,0,,hughequ01
239,Dryden Hunt,27,NYR,LW,3,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,2,50.0,26,8:49,2,11,0,0,,huntdr01
240,Ben Hutton,29,VEG,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:02,0,0,0,0,,huttobe01
241,Zach Hyman,30,EDM,C,2,0,2,2,0,2,0.1,0,0,0,0,1,1,0,3,0.0,40,20:11,2,4,1,1,50.0,hymanza01
242,Alex Iafallo,29,LAK,C,4,2,3,5,2,2,0.5,1,1,0,0,3,0,0,6,33.3,62,15:32,1,2,0,1,0.0,iafalal01
243,Calle Jarnkrok,31,TOR,C,4,1,1,2,0,6,0.2,1,0,0,0,1,0,0,6,16.7,57,14:08,1,1,8,7,53.3,jarnkca01
244,Seth Jarvis,20,CAR,C,3,2,0,2,2,0,0.3,2,0,0,0,0,0,0,8,25.0,49,16:10,3,4,0,0,,jarvise01
245,Tanner Jeannot,25,NSH,F,4,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,5,0.0,65,16:16,1,16,1,1,50.0,jeannta01
246,Boone Jenner,29,CBJ,C,3,0,1,1,0,4,0.0,0,0,0,0,1,0,0,11,0.0,62,20:43,5,6,47,19,71.2,jennebo01
247,Nick Jensen,32,WSH,D,4,0,2,2,2,2,0.4,0,0,0,0,2,0,0,5,0.0,78,19:25,4,4,0,0,,jenseni02
248,Ryan Johansen,30,NSH,C,4,1,2,3,1,2,0.3,1,0,0,0,1,1,0,7,14.3,66,16:34,0,8,43,22,66.2,johanry01
249,Marcus Johansson,32,WSH,C,4,1,2,3,2,0,0.3,1,0,0,0,0,2,0,9,11.1,53,13:16,0,1,1,3,25.0,johanma03
250,Erik Johnson,34,COL,D,3,0,1,1,2,2,0.2,0,0,0,0,1,0,0,5,0.0,48,16:04,5,3,0,0,,johnser01
251,Jack Johnson,36,CHI,D,3,0,1,1,0,0,0.1,0,0,0,0,0,0,1,4,0.0,63,21:00,6,4,0,0,,johnsja02
252,Kent Johnson,20,CBJ,C,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,3,0.0,23,11:25,0,0,0,0,,johnske01
253,Reese Johnson,24,CHI,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,10:22,0,4,3,3,50.0,johnsre01
254,Tyler Johnson,32,CHI,C,3,0,3,3,1,2,0.2,0,0,0,0,2,1,0,5,0.0,45,15:00,2,9,0,2,0.0,johnsty01
255,Wyatt Johnston,19,DAL,C,3,1,0,1,1,0,0.1,0,1,0,0,0,0,0,3,33.3,44,14:36,2,1,4,9,30.8,johnswy01
256,Henri Jokiharju,23,BUF,D,2,0,1,1,4,2,0.3,0,0,0,0,1,0,0,1,0.0,40,20:10,4,1,0,0,,jokihhe01
257,Caleb Jones,25,CHI,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,,31,15:18,1,4,0,0,,jonesca01
258,Max Jones,24,ANA,LW,3,0,1,1,-1,4,0.0,0,0,0,0,1,0,0,2,0.0,34,11:20,0,8,1,1,50.0,jonesma03
259,Seth Jones,28,CHI,D,3,0,1,1,1,0,0.2,0,0,0,0,0,0,1,3,0.0,76,25:24,8,9,0,0,,jonesse01
260,Zachary Jones,22,NYR,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,46,15:18,2,0,0,0,,jonesza01
261,Mathieu Joseph,25,OTT,RW,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,27,13:36,1,6,0,0,,josepma01
262,Pierre-Olivier Joseph,23,PIT,D,3,0,2,2,2,2,0.3,0,0,0,0,2,0,0,4,0.0,44,14:34,2,6,0,0,,joseppi01
263,Dakota Joshua,26,VAN,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,31,10:26,0,10,0,1,0.0,joshuda01
264,Roman Josi,32,NSH,D,4,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,14,0.0,98,24:26,7,0,0,0,,josiro01
265,Tyson Jost,24,MIN,C,3,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,2,0.0,48,15:57,5,2,10,6,62.5,jostty01
266,Noah Juulsen,25,VAN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,10:49,3,3,0,0,,juulsno01
267,Nazem Kadri,32,CGY,C,2,1,2,3,1,0,0.3,0,1,0,0,1,1,0,5,20.0,32,16:14,1,1,13,16,44.8,kadrina01
268,Kaapo Kakko,21,NYR,RW,4,2,0,2,1,0,0.3,2,0,0,0,0,0,0,9,22.2,62,15:30,4,4,0,0,,kakkoka01
269,Arthur Kaliyev,21,LAK,RW,3,1,1,2,1,2,0.2,1,0,0,0,1,0,0,5,20.0,28,9:18,1,1,0,0,,kaliyar01
270,David Kampf,28,TOR,C,4,1,0,1,-2,2,0.0,1,0,0,0,0,0,0,3,33.3,53,13:12,2,2,23,26,46.9,kampfda01
271,Evander Kane,31,EDM,LW,2,0,2,2,0,2,0.1,0,0,0,0,0,2,0,9,0.0,39,19:26,1,12,0,0,,kaneev01
272,Patrick Kane,34,CHI,RW,3,0,1,1,0,0,0.0,0,0,0,0,0,1,0,9,0.0,57,19:05,1,1,0,0,,kanepa01
273,Kasperi Kapanen,26,PIT,RW,3,1,1,2,1,0,0.2,1,0,0,0,1,0,0,3,33.3,41,13:46,0,3,1,0,100.0,kapanka01
274,Kirill Kaprizov,25,MIN,LW,3,3,2,5,-8,4,0.3,1,2,0,0,0,2,0,13,23.1,66,22:07,0,5,0,0,,kapriki01
275,Erik Karlsson,32,SJS,D,4,1,2,3,-3,0,0.4,1,0,0,0,2,0,0,5,20.0,99,24:38,4,1,0,0,,karlser01
276,William Karlsson,30,VEG,C,3,1,1,2,1,0,0.2,0,1,0,0,1,0,0,6,16.7,51,16:59,2,1,26,15,63.4,karlswi01
277,Ondrej Kase,27,CAR,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,11:02,0,1,0,1,0.0,kaseon01
278,Zack Kassian,32,ARI,RW,3,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,2,0.0,35,11:42,1,6,0,0,,kassiza01
279,Mark Kastelic,23,OTT,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,18,9:03,1,1,7,4,63.6,kastema01
280,Clayton Keller,24,ARI,C,3,1,1,2,-5,0,0.0,0,1,0,0,0,1,0,4,25.0,53,17:35,1,0,1,1,50.0,kellecl01
281,Parker Kelly,23,OTT,F,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,15,7:44,0,4,0,0,,kellypa01
282,Adrian Kempe,26,LAK,LW,4,4,2,6,1,4,0.7,4,0,0,1,1,1,0,9,44.4,73,18:13,2,5,0,2,0.0,kempead01
283,Alexander Kerfoot,28,TOR,C,4,0,1,1,1,2,0.0,0,0,0,0,1,0,0,6,0.0,62,15:35,2,2,9,10,47.4,kerfoal01
284,Phil Kessel,35,VEG,RW,3,0,1,1,1,4,0.1,0,0,0,0,1,0,0,7,0.0,42,13:51,1,0,0,0,,kesseph01
285,Jujhar Khaira,28,CHI,LW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,37,12:16,2,6,5,3,62.5,khairju01
286,Alex Killorn,33,TBL,C,3,0,2,2,0,2,0.1,0,0,0,0,2,0,0,1,0.0,58,19:17,1,0,0,0,,killoal01
287,Joel Kiviranta,26,DAL,F,3,1,0,1,1,4,0.1,1,0,0,0,0,0,0,6,16.7,38,12:43,5,3,0,2,0.0,kivirjo01
288,John Klingberg,30,ANA,D,3,0,2,2,0,0,0.1,0,0,0,0,1,1,0,4,0.0,68,22:32,3,3,0,0,,klingjo01
289,Cole Koepke,24,TBL,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,8:02,0,1,0,0,,koepkco01
290,Keegan Kolesar,25,VEG,RW,3,1,0,1,0,0,0.1,1,0,0,0,0,0,0,4,25.0,35,11:42,2,9,1,2,33.3,koleske01
291,Travis Konecny,25,PHI,C,2,3,1,4,1,0,0.6,2,1,0,1,0,0,1,6,50.0,38,18:48,2,3,0,0,,konectr01
292,Anze Kopitar,35,LAK,C,4,1,5,6,0,0,0.4,1,0,0,0,3,2,0,8,12.5,78,19:30,5,6,51,28,64.6,kopitan01
293,Jesperi Kotkaniemi,22,CAR,C,3,0,2,2,4,2,0.2,0,0,0,0,2,0,0,2,0.0,48,15:53,1,2,28,14,66.7,kotkaje01
294,Johnathan Kovacevic,25,MTL,D,4,0,0,0,-1,0,0.1,0,0,0,0,0,0,0,6,0.0,72,18:00,2,10,0,0,,kovacjo01
295,Vitali Kravtsov,23,NYR,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,1,1:28,0,0,0,0,,kravtvi01
296,Peyton Krebs,22,BUF,C,2,0,1,1,0,2,0.0,0,0,0,0,1,0,0,1,0.0,24,11:59,0,1,1,0,100.0,krebspe01
297,Chris Kreider,31,NYR,LW,4,2,1,3,1,2,0.3,1,1,0,0,0,1,0,12,16.7,77,19:12,2,4,1,0,100.0,kreidch01
298,David Krejci,36,BOS,C,3,1,3,4,-1,0,0.3,1,0,0,0,2,1,0,3,33.3,50,16:50,4,2,15,15,50.0,krejcda01
299,Torey Krug,31,STL,D,1,0,1,1,0,0,0.1,0,0,0,0,0,1,0,1,0.0,21,20:57,1,0,0,0,,krugto01
300,Dominik Kubalík,27,DET,LW,3,1,2,3,2,0,0.3,1,0,0,0,2,0,0,4,25.0,43,14:29,1,2,0,2,0.0,kubaldo01
301,Nikita Kucherov,29,TBL,RW,3,0,3,3,-2,0,0.1,0,0,0,0,1,2,0,12,0.0,64,21:24,2,0,0,0,,kucheni01
302,Karson Kuhlman,27,SEA,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,27,9:08,1,3,0,0,,kuhlmka01
303,Brett Kulak,29,EDM,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,32,15:52,1,2,0,0,,kulakbr01
304,Dmitry Kulikov,32,ANA,D,3,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,1,0.0,65,21:37,9,6,0,0,,kulikdm01
305,Luke Kunin,25,SJS,C,4,1,1,2,-4,4,0.1,0,1,0,0,1,0,0,11,9.1,75,18:45,3,7,0,2,0.0,kuninlu01
306,Sean Kuraly,30,CBJ,C,3,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,3,33.3,38,12:35,4,6,21,24,46.7,kuralse01
307,Philipp Kurashev,23,CHI,C,3,0,2,2,-2,0,0.0,0,0,0,0,1,1,0,4,0.0,47,15:41,1,7,2,2,50.0,kurasph01
